0,4087
0,9298
0,1326
0,6061
0,7583
0,7725
0,9159
0,1195
0,0599
0,1366
0,4338
0,1425
0,3326
0,7584
0,9746
0,1288
0,8178
0,0071
0,7127
0,3343
0,0164
0,7972
0,0744
0,3575
0,3891
0,3136
0,6701
0,2479
0,5927
0,6420
0,5703
0,0832
0,6498
0,3145
0,4675
0,2950
0,6759
0,9869
0,2761
0,7199
0,6262
0,7583
0,1242
0,3645
0,8846
0,0810
0,9794
0,4039
0,7369
0,8417
0,7551
0,9008
0,8267
0,3831
0,1666
0,3985
0,0654
0,5407
0,3892
0,4121
0,3346
0,9194
0,8566
0,4467
0,4753
0,2553
0,6271
0,5927
0,3530
0,4010
0,0991
0,5699
0,4209
0,3768
0,6719
0,5218
0,1428
0,0023
0,6563
0,6387
0,3844
0,6976
0,3701
0,1148
0,5856
0,3099
0,1223
0,0552
0,8042
0,0060
0,5056
0,8983
0,3473
0,5830
0,3852
0,2723
0,3138
0,7530
0,5618
0,9488
0,4984
0,0148
0,4597
0,3563
0,2853
0,4141
0,9410
0,3480
0,7229
0,7401
0,7171
0,1943
0,1931
0,8530
0,4334
0,4190
0,8635
0,4921
0,3654
0,5180
